source_file,tweet_id,tweet_url,analytics_url,author_profile_url,author_name,author_handle,tweet_date_raw,tweet_date,replying_to_raw,tweet_text,tweet_text_display,tweet_text_model,mentions,hashtags,emojis,contains_simci,likes,reposts,comments,views,engagement_signal_count,engagement_confidence,engagement_raw_positions,engagement_raw_values
x-2026-02-09.csv,2018665583072743506,https://x.com/Rojillo1203/status/2018665583072743506,https://x.com/Rojillo1203/status/2018665583072743506/analytics,https://x.com/Rojillo1203,Fernando Gonzalez T,@Rojillo1203,Feb 3,2026-02-03,Replying to @petrogustavo,@petrogustavo Cuánto nos está costando esto. No te van a sacar de la OFAC. Ni podrás echarle cuentos chimbos a los gringos como se los metes aquí a los petristas. El negar los datos de te saldrá caro. SIMCI,@petrogustavo Cuánto nos está costando esto. No te van a sacar de la OFAC. Ni podrás echarle cuentos chimbos a los gringos como se los metes aquí a los petristas. El negar los datos de te saldrá caro. SIMCI,Cuánto nos está costando esto. No te van a sacar de la OFAC. Ni podrás echarle cuentos chimbos a los gringos como se los metes aquí a los petristas. El negar los datos de te saldrá caro. SIMCI,@petrogustavo,,,True,0,0,0,12,0,none,,
x-2026-02-09.csv,2018162593601393003,https://x.com/cardenaltyschko/status/2018162593601393003,https://x.com/cardenaltyschko/status/2018162593601393003/analytics,https://x.com/cardenaltyschko,Luis,@cardenaltyschko,Feb 1,2026-02-01,Replying to @revistaRAYA and @petrogustavo,"@revistaRAYA @petrogustavo Profesionales de la CGR han cuestionado los datos del SIMCI desde hace años, informes que no han sido liberados, han quedado como ""insumo"" interno...","@revistaRAYA @petrogustavo Profesionales de la CGR han cuestionado los datos del SIMCI desde hace años, informes que no han sido liberados, han quedado como ""insumo"" interno...","Profesionales de la CGR han cuestionado los datos del SIMCI desde hace años, informes que no han sido liberados, han quedado como ""insumo"" interno...",@petrogustavo|@revistaRAYA,,,True,0,0,0,117,0,none,,
x-2026-02-08.csv,2016153546131923215,https://x.com/DanielMejiaL/status/2016153546131923215,https://x.com/DanielMejiaL/status/2016153546131923215/analytics,https://x.com/DanielMejiaL,Daniel Mejia,@DanielMejiaL,Jan 27,2026-01-27,,"Así será. Seguro ahora van a atacar al autor, o al British Medical Journal. Al igual que ahora están tratando de cuestionar las cifras de -UNODC de cultivos de coca y producción potencial de cocaína. Matar al mensajero en vez de enfrentar el problema: la pésima gestión del SIMCI Claudia Morales @ClaMoralesM 👇 Imagino que al British Medical Journal tampoco le creen. Artículo publicado ayer x.com/PROMEDICOS/sta…","Así será. Seguro ahora van a atacar al autor, o al British Medical Journal. Al igual que ahora están tratando de cuestionar las cifras de -UNODC de cultivos de coca y producción potencial de cocaína. Matar al mensajero en vez de enfrentar el problema: la pésima gestión del SIMCI Claudia Morales @ClaMoralesM 👇 Imagino que al British Medical Journal tampoco le creen. Artículo publicado ayer x.com/PROMEDICOS/sta…","Así será. Seguro ahora van a atacar al autor, o al British Medical Journal. Al igual que ahora están tratando de cuestionar las cifras de -UNODC de cultivos de coca y producción potencial de cocaína. Matar al mensajero en vez de enfrentar el problema: la pésima gestión del SIMCI Claudia Morales Imagino que al British Medical Journal tampoco le creen. Artículo publicado ayer x.com/PROMEDICOS/sta…",@ClaMoralesM,,👇,True,53,22,1,2000,3,high,"col_18,col_31,col_32","1,22,53"
x-2026-02-08.csv,2015861911280353508,https://x.com/DanielMejiaL/status/2015861911280353508,https://x.com/DanielMejiaL/status/2015861911280353508/analytics,https://x.com/DanielMejiaL,Daniel Mejia,@DanielMejiaL,Jan 26,2026-01-26,,"@petrogustavo Si la gran estrategia de y sus funcionarios de cara a la reunión con @POTUS la semana entrante es argumentar que las mediciones de SIMCI -UNODC de cultivos de coca y producción potencial de cocaína están mal, eso no les va a salir bien. Es claramente un esfuerzo","@petrogustavo Si la gran estrategia de y sus funcionarios de cara a la reunión con @POTUS la semana entrante es argumentar que las mediciones de SIMCI -UNODC de cultivos de coca y producción potencial de cocaína están mal, eso no les va a salir bien. Es claramente un esfuerzo","Si la gran estrategia de sus funcionarios de cara a la reunión con la semana entrante es argumentar que las mediciones de SIMCI -UNODC de cultivos de coca y producción potencial de cocaína están mal, eso no les va a salir bien. Es claramente un esfuerzo",@POTUS|@petrogustavo,,,True,303,192,30,25000,3,high,"col_18,col_31,col_32","30,192,303"
x-2026-02-09.csv,2015801238193913968,https://x.com/JusticiaET/status/2015801238193913968,https://x.com/JusticiaET/status/2015801238193913968/analytics,https://x.com/JusticiaET,Justicia EL TIEMPO,@JusticiaET,Jan 26,2026-01-26,,"Petro, contra el por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero Simci","Petro, contra el por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero Simci","Petro, contra el por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero Simci",,,,True,0,0,0,46,0,none,,
x-2026-02-09.csv,2015765012506193928,https://x.com/CGuerraCurvelo/status/2015765012506193928,https://x.com/CGuerraCurvelo/status/2015765012506193928/analytics,https://x.com/CGuerraCurvelo,CARLOS K GUERRA,@CGuerraCurvelo,Jan 26,2026-01-26,,"Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Petro, contra el Simci por las cifras de la coca: matar al mensajero","Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Petro, contra el Simci por las cifras de la coca: matar al mensajero","Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Petro, contra el Simci por las cifras de la coca: matar al mensajero",,,,True,0,0,0,13,0,none,,
x-2026-02-09.csv,2015761450040463561,https://x.com/laparticuladios/status/2015761450040463561,https://x.com/laparticuladios/status/2015761450040463561/analytics,https://x.com/laparticuladios,La Partícula de Dios en la Justicia,@laparticuladios,Jan 26,2026-01-26,Replying to @laparticuladios @realDonaldTrump and @petrogustavo,"@laparticuladios @realDonaldTrump @petrogustavo 𝐍𝐀𝐑𝐑𝐀𝐓𝐈𝐕𝐀𝐒 𝐒𝐈𝐍 𝐅𝐔𝐍𝐃𝐀𝐌𝐄𝐍𝐓𝐎 Petro, contra el Simci por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero From eltiempo.com","@laparticuladios @realDonaldTrump @petrogustavo 𝐍𝐀𝐑𝐑𝐀𝐓𝐈𝐕𝐀𝐒 𝐒𝐈𝐍 𝐅𝐔𝐍𝐃𝐀𝐌𝐄𝐍𝐓𝐎 Petro, contra el Simci por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero From eltiempo.com","𝐍𝐀𝐑𝐑𝐀𝐓𝐈𝐕𝐀𝐒 𝐒𝐈𝐍 𝐅𝐔𝐍𝐃𝐀𝐌𝐄𝐍𝐓𝐎 Petro, contra el Simci por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero From eltiempo.com",@laparticuladios|@petrogustavo|@realDonaldTrump,,,True,1,0,0,28,1,low,col_19,1
x-2026-02-08.csv,2015754088412283018,https://x.com/ELTIEMPO/status/2015754088412283018,https://x.com/ELTIEMPO/status/2015754088412283018/analytics,https://x.com/ELTIEMPO,EL TIEMPO,@ELTIEMPO,Jan 26,2026-01-26,,"@JhonTorresET Petro, contra el por las cifras de la coca: matar al mensajero / nálisis de eltiempo.com Petro, contra el Simci por las cifras de la coca: matar al mensajero Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Simci 🔴 ⏬","@JhonTorresET Petro, contra el por las cifras de la coca: matar al mensajero / nálisis de eltiempo.com Petro, contra el Simci por las cifras de la coca: matar al mensajero Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Simci 🔴 ⏬","Petro, contra el por las cifras de la coca: matar al mensajero / nálisis de eltiempo.com Petro, contra el Simci por las cifras de la coca: matar al mensajero Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Simci",@JhonTorresET,,⏬🔴,True,12,9,0,2500,2,medium,"col_18,col_31","9,12"
x-2026-02-09.csv,2015745180272353745,https://x.com/Horadelaverdad/status/2015745180272353745,https://x.com/Horadelaverdad/status/2015745180272353745/analytics,https://x.com/Horadelaverdad,La Hora de La Verdad,@Horadelaverdad,Jan 26,2026-01-26,,#EnVivo Petro anunció que no usará más las cifras del de la ONU tras el informe que reportó un aumento del 53 % en la producción potencial de cocaína. El Gobierno desestimó la explicación técnica y abrió un choque con la ONU. ¡Conéctese! Escúchenos en: YT SIMCI,#EnVivo Petro anunció que no usará más las cifras del de la ONU tras el informe que reportó un aumento del 53 % en la producción potencial de cocaína. El Gobierno desestimó la explicación técnica y abrió un choque con la ONU. ¡Conéctese! Escúchenos en: YT SIMCI,EnVivo Petro anunció que no usará más las cifras del de la ONU tras el informe que reportó un aumento del 53 % en la producción potencial de cocaína. El Gobierno desestimó la explicación técnica y abrió un choque con la ONU. ¡Conéctese! Escúchenos en: YT SIMCI,,#EnVivo,,True,30,38,15,710,3,high,"col_19,col_32,col_33","15,38,30"
x-2026-02-09.csv,2015081888835133743,https://x.com/LuizEnriquez1/status/2015081888835133743,https://x.com/LuizEnriquez1/status/2015081888835133743/analytics,https://x.com/LuizEnriquez1,Luis Enriquez,@LuizEnriquez1,Jan 24,2026-01-24,Replying to @porCoLoMblA and @GermnAndrs92683,"@porCoLoMblA @GermnAndrs92683 No no no, caballero yo soy científico y efectivamente necesito ver el dato, si se da cuenta en la imagen referencia potencial de producción, en ningún lado menciona las hectáreas, por eso me gustaría saber en donde SIMCI ha publicado las 330.000 hectáreas, y claro que coca hay.","@porCoLoMblA @GermnAndrs92683 No no no, caballero yo soy científico y efectivamente necesito ver el dato, si se da cuenta en la imagen referencia potencial de producción, en ningún lado menciona las hectáreas, por eso me gustaría saber en donde SIMCI ha publicado las 330.000 hectáreas, y claro que coca hay.","No no no, caballero yo soy científico y efectivamente necesito ver el dato, si se da cuenta en la imagen referencia potencial de producción, en ningún lado menciona las hectáreas, por eso me gustaría saber en donde SIMCI ha publicado las 330.000 hectáreas, y claro que coca hay.",@GermnAndrs92683|@porCoLoMblA,,,True,2,0,0,28,1,low,col_19,2
x-2026-02-09.csv,2014786117418078643,https://x.com/julicely21/status/2014786117418078643,https://x.com/julicely21/status/2014786117418078643/analytics,https://x.com/julicely21,julian,@julicely21,Jan 23,2026-01-23,Replying to @grok @SilvaSanFelipe and @petrogustavo,"@grok @SilvaSanFelipe @petrogustavo Explíquele al uribista de forma cruda, que entre el 2002 y el 2010, la forma en que median estas cifras y los datos que aportaban no coincidían, existiendo un desfase en la ONU (UNOCD/ SIMCI ) y EE.UU. de hasta 30%, y sin omitir datos como lo hace el.","@grok @SilvaSanFelipe @petrogustavo Explíquele al uribista de forma cruda, que entre el 2002 y el 2010, la forma en que median estas cifras y los datos que aportaban no coincidían, existiendo un desfase en la ONU (UNOCD/ SIMCI ) y EE.UU. de hasta 30%, y sin omitir datos como lo hace el.","Explíquele al uribista de forma cruda, que entre el 2002 y el 2010, la forma en que median estas cifras y los datos que aportaban no coincidían, existiendo un desfase en la ONU (UNOCD/ SIMCI ) y EE.UU. de hasta 30%, y sin omitir datos como lo hace el.",@SilvaSanFelipe|@grok|@petrogustavo,,,True,4,0,0,97,1,low,col_19,4
x-2026-02-09.csv,2013323889569341787,https://x.com/grok/status/2013323889569341787,https://x.com/grok/status/2013323889569341787/analytics,https://x.com/grok,Grok,@grok,Jan 19,2026-01-19,Replying to @juansct @infopresidencia and 2 others,"@juansct Según datos oficiales del Gobierno colombiano ( @infopresidencia y Policía), el crecimiento de nuevos cultivos de coca cayó en más del 56% desde el segundo semestre de 2022 hasta 2025, estabilizándose el aumento total en ~2%. Sin embargo, estimaciones de UNODC para 2024 muestran un SIMCI","@juansct Según datos oficiales del Gobierno colombiano ( @infopresidencia y Policía), el crecimiento de nuevos cultivos de coca cayó en más del 56% desde el segundo semestre de 2022 hasta 2025, estabilizándose el aumento total en ~2%. Sin embargo, estimaciones de UNODC para 2024 muestran un SIMCI","Según datos oficiales del Gobierno colombiano ( y Policía), el crecimiento de nuevos cultivos de coca cayó en más del 56% desde el segundo semestre de 2022 hasta 2025, estabilizándose el aumento total en ~2%. Sin embargo, estimaciones de UNODC para 2024 muestran un SIMCI",@infopresidencia|@juansct,,,True,1,0,0,74,1,low,col_19,1
x-2026-02-09.csv,2013307370638557474,https://x.com/Vertov14/status/2013307370638557474,https://x.com/Vertov14/status/2013307370638557474/analytics,https://x.com/Vertov14,Carlos Duarte,@Vertov14,Jan 19,2026-01-19,,"Muy importante revisar con cuidado este trabajo de que comparo el área cultivada de coca reportada por entre 1999 y 2019 con un nuevo conjunto de datos, que usa una arquitectura basada en redes neuronales artificiales (Deep Learning). SIMCI","Muy importante revisar con cuidado este trabajo de que comparo el área cultivada de coca reportada por entre 1999 y 2019 con un nuevo conjunto de datos, que usa una arquitectura basada en redes neuronales artificiales (Deep Learning). SIMCI","Muy importante revisar con cuidado este trabajo de que comparo el área cultivada de coca reportada por entre 1999 y 2019 con un nuevo conjunto de datos, que usa una arquitectura basada en redes neuronales artificiales (Deep Learning). SIMCI",,,,True,7,4,1,223,3,high,"col_19,col_32,col_33","1,4,7"
x-2026-02-09.csv,2013305696742506866,https://x.com/GutierrezAbog/status/2013305696742506866,https://x.com/GutierrezAbog/status/2013305696742506866/analytics,https://x.com/GutierrezAbog,Carlos Gutierrez,@GutierrezAbog,Jan 19,2026-01-19,Replying to @hanwenzhang1982 @NoticiasUno and @revistaRAYA,"@hanwenzhang1982 @NoticiasUno @revistaRAYA Yo creo más en las cifras que da la DEA, pues usa inteligencia satelital con alta definición de imagen y modelos de IA. Que aunque coincidan con SIMCI en cifras, pero estima 53% más producción de cocaína (2.664 toneladas). Además creo que existe un error en el entrenamiento de 🔴","@hanwenzhang1982 @NoticiasUno @revistaRAYA Yo creo más en las cifras que da la DEA, pues usa inteligencia satelital con alta definición de imagen y modelos de IA. Que aunque coincidan con SIMCI en cifras, pero estima 53% más producción de cocaína (2.664 toneladas). Además creo que existe un error en el entrenamiento de 🔴","Yo creo más en las cifras que da la DEA, pues usa inteligencia satelital con alta definición de imagen y modelos de IA. Que aunque coincidan con SIMCI en cifras, pero estima 53% más producción de cocaína (2.664 toneladas). Además creo que existe un error en el entrenamiento de",@NoticiasUno|@hanwenzhang1982|@revistaRAYA,,🔴,True,0,0,0,33,0,none,,
x-2026-02-09.csv,2013238675929203103,https://x.com/g_patto/status/2013238675929203103,https://x.com/g_patto/status/2013238675929203103/analytics,https://x.com/g_patto,Gloria P. Vale,@g_patto,Jan 19,2026-01-19,Replying to @RTVCnoticias,"@RTVCnoticias Los gobiernos anteriores calificados como los más técnicos,no es así, este contraste d estudios basados en tecnología satelital y datos verificables con los entregados x el q basaron sus estadísticas en datos anteriores sin verificar.Q estaban fumigando? Campos cultivables. SIMCI","@RTVCnoticias Los gobiernos anteriores calificados como los más técnicos,no es así, este contraste d estudios basados en tecnología satelital y datos verificables con los entregados x el q basaron sus estadísticas en datos anteriores sin verificar.Q estaban fumigando? Campos cultivables. SIMCI","Los gobiernos anteriores calificados como los más técnicos,no es así, este contraste d estudios basados en tecnología satelital y datos verificables con los entregados x el q basaron sus estadísticas en datos anteriores sin verificar.Q estaban fumigando? Campos cultivables. SIMCI",@RTVCnoticias,,,True,6,1,0,552,2,medium,"col_19,col_32","1,6"
x-2026-02-09.csv,2013024151578038420,https://x.com/jaimoda/status/2013024151578038420,https://x.com/jaimoda/status/2013024151578038420/analytics,https://x.com/jaimoda,༒☬𝓙𝓪𝓲𝓶𝓮 𝓜𝓸𝓻𝓪𝓵𝓮𝓼☬༒,@jaimoda,Jan 18,2026-01-18,Replying to @hanwenzhang1982 @NoticiasUno and @revistaRAYA,"@hanwenzhang1982 @NoticiasUno @revistaRAYA La UNODC utiliza el Sistema SIMCI para estimar el área bajo cultivo de coca ilícita en Colombia. Este sistema se basa en una combinación de teledetección remota, visitas de campo y estudios de productividad, en colaboración con el gobierno colombiano.","@hanwenzhang1982 @NoticiasUno @revistaRAYA La UNODC utiliza el Sistema SIMCI para estimar el área bajo cultivo de coca ilícita en Colombia. Este sistema se basa en una combinación de teledetección remota, visitas de campo y estudios de productividad, en colaboración con el gobierno colombiano.","La UNODC utiliza el Sistema SIMCI para estimar el área bajo cultivo de coca ilícita en Colombia. Este sistema se basa en una combinación de teledetección remota, visitas de campo y estudios de productividad, en colaboración con el gobierno colombiano.",@NoticiasUno|@hanwenzhang1982|@revistaRAYA,,,True,1,0,0,232,1,low,col_19,1
