source_file,tweet_id,tweet_url,analytics_url,author_profile_url,author_name,author_handle,tweet_date_raw,tweet_date,replying_to_raw,tweet_text,tweet_text_display,tweet_text_model,mentions,hashtags,emojis,contains_simci,likes,reposts,comments,views,engagement_signal_count,engagement_confidence,engagement_raw_positions,engagement_raw_values,sentiment,sentiment_positive,sentiment_neutral,sentiment_negative,sentiment_label_es,emotion,emotion_label_es,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_others,emotion_sadness,emotion_surprise,simci_stance,simci_stance_label_es,sentiment_simci_adjusted,sentiment_simci_adjusted_label_es
x-2026-02-09.csv,2018665583072743506,https://x.com/Rojillo1203/status/2018665583072743506,https://x.com/Rojillo1203/status/2018665583072743506/analytics,https://x.com/Rojillo1203,Fernando Gonzalez T,@Rojillo1203,Feb 3,2026-02-03,Replying to @petrogustavo,@petrogustavo Cuánto nos está costando esto. No te van a sacar de la OFAC. Ni podrás echarle cuentos chimbos a los gringos como se los metes aquí a los petristas. El negar los datos de te saldrá caro. SIMCI,@petrogustavo Cuánto nos está costando esto. No te van a sacar de la OFAC. Ni podrás echarle cuentos chimbos a los gringos como se los metes aquí a los petristas. El negar los datos de te saldrá caro. SIMCI,Cuánto nos está costando esto. No te van a sacar de la OFAC. Ni podrás echarle cuentos chimbos a los gringos como se los metes aquí a los petristas. El negar los datos de te saldrá caro. SIMCI,@petrogustavo,,,True,0,0,0,12,0,none,,,NEG,0.006045843940228224,0.035885028541088104,0.9580691456794739,Negativo,anger,Enojo,0.8954244256019592,0.09318366646766663,0.0013464350486174226,0.0007344107143580914,0.002474557375535369,0.006151327397674322,0.0006852622609585524,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,2018162593601393003,https://x.com/cardenaltyschko/status/2018162593601393003,https://x.com/cardenaltyschko/status/2018162593601393003/analytics,https://x.com/cardenaltyschko,Luis,@cardenaltyschko,Feb 1,2026-02-01,Replying to @revistaRAYA and @petrogustavo,"@revistaRAYA @petrogustavo Profesionales de la CGR han cuestionado los datos del SIMCI desde hace años, informes que no han sido liberados, han quedado como ""insumo"" interno...","@revistaRAYA @petrogustavo Profesionales de la CGR han cuestionado los datos del SIMCI desde hace años, informes que no han sido liberados, han quedado como ""insumo"" interno...","Profesionales de la CGR han cuestionado los datos del SIMCI desde hace años, informes que no han sido liberados, han quedado como ""insumo"" interno...",@petrogustavo|@revistaRAYA,,,True,0,0,0,117,0,none,,,NEG,0.0027342054527252913,0.034020159393548965,0.963245689868927,Negativo,others,Otros,0.008701912127435207,0.002439869102090597,0.005033113528043032,0.0003906835336238146,0.9689602851867676,0.009017166681587696,0.005457035265862942,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-08.csv,2016153546131923215,https://x.com/DanielMejiaL/status/2016153546131923215,https://x.com/DanielMejiaL/status/2016153546131923215/analytics,https://x.com/DanielMejiaL,Daniel Mejia,@DanielMejiaL,Jan 27,2026-01-27,,"Así será. Seguro ahora van a atacar al autor, o al British Medical Journal. Al igual que ahora están tratando de cuestionar las cifras de -UNODC de cultivos de coca y producción potencial de cocaína. Matar al mensajero en vez de enfrentar el problema: la pésima gestión del SIMCI Claudia Morales @ClaMoralesM 👇 Imagino que al British Medical Journal tampoco le creen. Artículo publicado ayer x.com/PROMEDICOS/sta…","Así será. Seguro ahora van a atacar al autor, o al British Medical Journal. Al igual que ahora están tratando de cuestionar las cifras de -UNODC de cultivos de coca y producción potencial de cocaína. Matar al mensajero en vez de enfrentar el problema: la pésima gestión del SIMCI Claudia Morales @ClaMoralesM 👇 Imagino que al British Medical Journal tampoco le creen. Artículo publicado ayer x.com/PROMEDICOS/sta…","Así será. Seguro ahora van a atacar al autor, o al British Medical Journal. Al igual que ahora están tratando de cuestionar las cifras de -UNODC de cultivos de coca y producción potencial de cocaína. Matar al mensajero en vez de enfrentar el problema: la pésima gestión del SIMCI Claudia Morales Imagino que al British Medical Journal tampoco le creen. Artículo publicado ayer x.com/PROMEDICOS/sta…",@ClaMoralesM,,👇,True,53,22,1,2000,3,high,"col_18,col_31,col_32","1,22,53",NEG,0.0032902644015848637,0.04004016891121864,0.9566695690155029,Negativo,anger,Enojo,0.8895108699798584,0.05097311735153198,0.002417675917968154,0.00037342027644626796,0.04111989587545395,0.014449219219386578,0.0011557771358639002,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-08.csv,2015861911280353508,https://x.com/DanielMejiaL/status/2015861911280353508,https://x.com/DanielMejiaL/status/2015861911280353508/analytics,https://x.com/DanielMejiaL,Daniel Mejia,@DanielMejiaL,Jan 26,2026-01-26,,"@petrogustavo Si la gran estrategia de y sus funcionarios de cara a la reunión con @POTUS la semana entrante es argumentar que las mediciones de SIMCI -UNODC de cultivos de coca y producción potencial de cocaína están mal, eso no les va a salir bien. Es claramente un esfuerzo","@petrogustavo Si la gran estrategia de y sus funcionarios de cara a la reunión con @POTUS la semana entrante es argumentar que las mediciones de SIMCI -UNODC de cultivos de coca y producción potencial de cocaína están mal, eso no les va a salir bien. Es claramente un esfuerzo","Si la gran estrategia de sus funcionarios de cara a la reunión con la semana entrante es argumentar que las mediciones de SIMCI -UNODC de cultivos de coca y producción potencial de cocaína están mal, eso no les va a salir bien. Es claramente un esfuerzo",@POTUS|@petrogustavo,,,True,303,192,30,25000,3,high,"col_18,col_31,col_32","30,192,303",NEG,0.005301477387547493,0.044988714158535004,0.9497097730636597,Negativo,anger,Enojo,0.7155098915100098,0.06250786036252975,0.006923061329871416,0.0009474974940530956,0.1340407133102417,0.07824093103408813,0.0018299800576642156,pro_simci,A Favor De SIMCI,POS,Positivo
x-2026-02-09.csv,2015801238193913968,https://x.com/JusticiaET/status/2015801238193913968,https://x.com/JusticiaET/status/2015801238193913968/analytics,https://x.com/JusticiaET,Justicia EL TIEMPO,@JusticiaET,Jan 26,2026-01-26,,"Petro, contra el por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero Simci","Petro, contra el por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero Simci","Petro, contra el por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero Simci",,,,True,0,0,0,46,0,none,,,NEG,0.05517168715596199,0.4336787462234497,0.511149525642395,Negativo,others,Otros,0.0793905109167099,0.015562417916953564,0.005177044775336981,0.002346593188121915,0.8878085017204285,0.0048047201707959175,0.004910218063741922,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,2015765012506193928,https://x.com/CGuerraCurvelo/status/2015765012506193928,https://x.com/CGuerraCurvelo/status/2015765012506193928/analytics,https://x.com/CGuerraCurvelo,CARLOS K GUERRA,@CGuerraCurvelo,Jan 26,2026-01-26,,"Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Petro, contra el Simci por las cifras de la coca: matar al mensajero","Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Petro, contra el Simci por las cifras de la coca: matar al mensajero","Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Petro, contra el Simci por las cifras de la coca: matar al mensajero",,,,True,0,0,0,13,0,none,,,NEG,0.007792595773935318,0.07055150717496872,0.9216558337211609,Negativo,anger,Enojo,0.9136548638343811,0.05262057110667229,0.0021560608875006437,0.0006043247412890196,0.022564025595784187,0.0072604576125741005,0.001139708561822772,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,2015761450040463561,https://x.com/laparticuladios/status/2015761450040463561,https://x.com/laparticuladios/status/2015761450040463561/analytics,https://x.com/laparticuladios,La Partícula de Dios en la Justicia,@laparticuladios,Jan 26,2026-01-26,Replying to @laparticuladios @realDonaldTrump and @petrogustavo,"@laparticuladios @realDonaldTrump @petrogustavo 𝐍𝐀𝐑𝐑𝐀𝐓𝐈𝐕𝐀𝐒 𝐒𝐈𝐍 𝐅𝐔𝐍𝐃𝐀𝐌𝐄𝐍𝐓𝐎 Petro, contra el Simci por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero From eltiempo.com","@laparticuladios @realDonaldTrump @petrogustavo 𝐍𝐀𝐑𝐑𝐀𝐓𝐈𝐕𝐀𝐒 𝐒𝐈𝐍 𝐅𝐔𝐍𝐃𝐀𝐌𝐄𝐍𝐓𝐎 Petro, contra el Simci por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero From eltiempo.com","𝐍𝐀𝐑𝐑𝐀𝐓𝐈𝐕𝐀𝐒 𝐒𝐈𝐍 𝐅𝐔𝐍𝐃𝐀𝐌𝐄𝐍𝐓𝐎 Petro, contra el Simci por las cifras de la coca: matar al mensajero Petro, contra el Simci por las cifras de la coca: matar al mensajero From eltiempo.com",@laparticuladios|@petrogustavo|@realDonaldTrump,,,True,1,0,0,28,1,low,col_19,1,NEG,0.04323476552963257,0.2675865590572357,0.6891786456108093,Negativo,others,Otros,0.030550921335816383,0.0028630606830120087,0.0011890960158780217,0.0006946944631636143,0.9600805640220642,0.0027236323803663254,0.0018980002496391535,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-08.csv,2015754088412283018,https://x.com/ELTIEMPO/status/2015754088412283018,https://x.com/ELTIEMPO/status/2015754088412283018/analytics,https://x.com/ELTIEMPO,EL TIEMPO,@ELTIEMPO,Jan 26,2026-01-26,,"@JhonTorresET Petro, contra el por las cifras de la coca: matar al mensajero / nálisis de eltiempo.com Petro, contra el Simci por las cifras de la coca: matar al mensajero Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Simci 🔴 ⏬","@JhonTorresET Petro, contra el por las cifras de la coca: matar al mensajero / nálisis de eltiempo.com Petro, contra el Simci por las cifras de la coca: matar al mensajero Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Simci 🔴 ⏬","Petro, contra el por las cifras de la coca: matar al mensajero / nálisis de eltiempo.com Petro, contra el Simci por las cifras de la coca: matar al mensajero Pretender cambiar las mediciones científicamente probadas y ajustadas a lo largo de décadas por otras de dudosa ortografía no le sirve al país. Simci",@JhonTorresET,,⏬🔴,True,12,9,0,2500,2,medium,"col_18,col_31","9,12",NEG,0.007847558706998825,0.07570508867502213,0.9164473414421082,Negativo,anger,Enojo,0.9040626883506775,0.043963734060525894,0.0014935197541490197,0.0004997983924113214,0.040834538638591766,0.008019896224141121,0.0011257482692599297,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,2015745180272353745,https://x.com/Horadelaverdad/status/2015745180272353745,https://x.com/Horadelaverdad/status/2015745180272353745/analytics,https://x.com/Horadelaverdad,La Hora de La Verdad,@Horadelaverdad,Jan 26,2026-01-26,,#EnVivo Petro anunció que no usará más las cifras del de la ONU tras el informe que reportó un aumento del 53 % en la producción potencial de cocaína. El Gobierno desestimó la explicación técnica y abrió un choque con la ONU. ¡Conéctese! Escúchenos en: YT SIMCI,#EnVivo Petro anunció que no usará más las cifras del de la ONU tras el informe que reportó un aumento del 53 % en la producción potencial de cocaína. El Gobierno desestimó la explicación técnica y abrió un choque con la ONU. ¡Conéctese! Escúchenos en: YT SIMCI,EnVivo Petro anunció que no usará más las cifras del de la ONU tras el informe que reportó un aumento del 53 % en la producción potencial de cocaína. El Gobierno desestimó la explicación técnica y abrió un choque con la ONU. ¡Conéctese! Escúchenos en: YT SIMCI,,#EnVivo,,True,30,38,15,710,3,high,"col_19,col_32,col_33","15,38,30",NEG,0.01984545774757862,0.24531340599060059,0.7348411083221436,Negativo,others,Otros,0.01885943114757538,0.002812149003148079,0.0033653611317276955,0.0008571009384468198,0.9651135802268982,0.0032431038562208414,0.005749193951487541,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,2015081888835133743,https://x.com/LuizEnriquez1/status/2015081888835133743,https://x.com/LuizEnriquez1/status/2015081888835133743/analytics,https://x.com/LuizEnriquez1,Luis Enriquez,@LuizEnriquez1,Jan 24,2026-01-24,Replying to @porCoLoMblA and @GermnAndrs92683,"@porCoLoMblA @GermnAndrs92683 No no no, caballero yo soy científico y efectivamente necesito ver el dato, si se da cuenta en la imagen referencia potencial de producción, en ningún lado menciona las hectáreas, por eso me gustaría saber en donde SIMCI ha publicado las 330.000 hectáreas, y claro que coca hay.","@porCoLoMblA @GermnAndrs92683 No no no, caballero yo soy científico y efectivamente necesito ver el dato, si se da cuenta en la imagen referencia potencial de producción, en ningún lado menciona las hectáreas, por eso me gustaría saber en donde SIMCI ha publicado las 330.000 hectáreas, y claro que coca hay.","No no no, caballero yo soy científico y efectivamente necesito ver el dato, si se da cuenta en la imagen referencia potencial de producción, en ningún lado menciona las hectáreas, por eso me gustaría saber en donde SIMCI ha publicado las 330.000 hectáreas, y claro que coca hay.",@GermnAndrs92683|@porCoLoMblA,,,True,2,0,0,28,1,low,col_19,2,NEU,0.056563183665275574,0.7501029968261719,0.19333377480506897,Neutral,others,Otros,0.005645198281854391,0.001074658939614892,0.0014555415837094188,0.001456231577321887,0.9816997647285461,0.00427615363150835,0.004392348695546389,neutral,Neutral Sobre SIMCI,NEU,Neutral
